year,address,county,project,level,major,num
2016年,延吉,珲春市,省级计划,小学,道德与法治（品德与社会）,0
2016年,延吉,珲春市,省级计划,小学,信息技术,1
2016年,延吉,珲春市,省级计划,小学,思想品德,0
2016年,延吉,珲春市,省级计划,小学,音乐,0
2016年,延吉,珲春市,省级计划,小学,体育,0
2016年,延吉,珲春市,省级计划,小学,美术,0
2016年,延吉,珲春市,省级计划,小学,其他,1
2016年,延吉,珲春市,省级计划,初中,语文,0
2016年,延吉,珲春市,省级计划,初中,数学,0
2016年,延吉,珲春市,省级计划,初中,英语,0
2016年,延吉,珲春市,省级计划,初中,物理,0
2016年,延吉,珲春市,省级计划,初中,化学,0
2016年,延吉,珲春市,省级计划,初中,生物,0
2016年,延吉,珲春市,省级计划,初中,科学,0
2016年,延吉,珲春市,省级计划,初中,地理,0
2016年,延吉,珲春市,省级计划,初中,历史,0
2016年,延吉,珲春市,省级计划,初中,道德与法治（品德与社会）,0
2016年,延吉,珲春市,省级计划,初中,信息技术,0
2016年,延吉,珲春市,省级计划,初中,思想品德,0
2016年,延吉,珲春市,省级计划,初中,音乐,0
2016年,延吉,珲春市,省级计划,初中,体育,1
2016年,延吉,珲春市,省级计划,初中,美术,0
2016年,延吉,珲春市,省级计划,初中,其他,0
2016年,延吉,龙井市,省级计划,小学,语文,0
2016年,延吉,龙井市,省级计划,小学,数学,1
2016年,延吉,龙井市,省级计划,小学,英语,0
2016年,延吉,龙井市,省级计划,小学,物理,0
2016年,延吉,龙井市,省级计划,小学,化学,0
2016年,延吉,龙井市,省级计划,小学,生物,0
2016年,延吉,龙井市,省级计划,小学,科学,0
2016年,延吉,龙井市,省级计划,小学,地理,0
2016年,延吉,龙井市,省级计划,小学,历史,0
2016年,延吉,龙井市,省级计划,小学,道德与法治（品德与社会）,0
2016年,延吉,龙井市,省级计划,小学,信息技术,0
2016年,延吉,龙井市,省级计划,小学,思想品德,0
2016年,延吉,龙井市,省级计划,小学,音乐,0
2016年,延吉,龙井市,省级计划,小学,体育,0
2016年,延吉,龙井市,省级计划,小学,美术,0
2016年,延吉,龙井市,省级计划,小学,其他,1
2016年,延吉,龙井市,省级计划,初中,语文,0
2016年,延吉,龙井市,省级计划,初中,数学,1
2016年,延吉,龙井市,省级计划,初中,英语,0
2016年,延吉,龙井市,省级计划,初中,物理,1
2016年,延吉,龙井市,省级计划,初中,化学,0
2016年,延吉,龙井市,省级计划,初中,生物,0
2016年,延吉,龙井市,省级计划,初中,科学,0
2016年,延吉,龙井市,省级计划,初中,地理,0
2016年,延吉,龙井市,省级计划,初中,历史,1
2016年,延吉,龙井市,省级计划,初中,道德与法治（品德与社会）,0
2016年,延吉,龙井市,省级计划,初中,信息技术,0
2016年,延吉,龙井市,省级计划,初中,思想品德,0
2016年,延吉,龙井市,省级计划,初中,音乐,0
2016年,延吉,龙井市,省级计划,初中,体育,0
2016年,延吉,龙井市,省级计划,初中,美术,0
2016年,延吉,龙井市,省级计划,初中,其他,0
2016年,延吉,和龙市,省级计划,小学,语文,0
2016年,延吉,和龙市,省级计划,小学,数学,1
2016年,延吉,和龙市,省级计划,小学,英语,0
2016年,延吉,和龙市,省级计划,小学,物理,0
2016年,延吉,和龙市,省级计划,小学,化学,0
2016年,延吉,和龙市,省级计划,小学,生物,0
2016年,延吉,和龙市,省级计划,小学,科学,0
2016年,延吉,和龙市,省级计划,小学,地理,0
2016年,延吉,和龙市,省级计划,小学,历史,0
2016年,延吉,和龙市,省级计划,小学,道德与法治（品德与社会）,0
2016年,延吉,和龙市,省级计划,小学,信息技术,0
2016年,延吉,和龙市,省级计划,小学,思想品德,0
2016年,延吉,和龙市,省级计划,小学,音乐,0
2016年,延吉,和龙市,省级计划,小学,体育,1
2016年,延吉,和龙市,省级计划,小学,美术,0
2016年,延吉,和龙市,省级计划,小学,其他,2
2016年,延吉,和龙市,省级计划,初中,语文,0
2016年,延吉,和龙市,省级计划,初中,数学,0
2016年,延吉,和龙市,省级计划,初中,英语,0
2016年,延吉,和龙市,省级计划,初中,物理,0
2016年,延吉,和龙市,省级计划,初中,化学,0
2016年,延吉,和龙市,省级计划,初中,生物,0
2016年,延吉,和龙市,省级计划,初中,科学,0
2016年,延吉,和龙市,省级计划,初中,地理,0
2016年,延吉,和龙市,省级计划,初中,历史,0
2016年,延吉,和龙市,省级计划,初中,道德与法治（品德与社会）,0
2016年,延吉,和龙市,省级计划,初中,信息技术,0
2016年,延吉,和龙市,省级计划,初中,思想品德,1
2016年,延吉,和龙市,省级计划,初中,音乐,0
2016年,延吉,和龙市,省级计划,初中,体育,0
2016年,延吉,和龙市,省级计划,初中,美术,0
2016年,延吉,和龙市,省级计划,初中,其他,0
2016年,延吉,汪清县,省级计划,初中,语文,0
2016年,延吉,汪清县,省级计划,初中,数学,0
2016年,延吉,汪清县,省级计划,初中,英语,0
2016年,延吉,汪清县,省级计划,初中,物理,1
2016年,延吉,汪清县,省级计划,初中,化学,1
2016年,延吉,汪清县,省级计划,初中,生物,0
2016年,延吉,汪清县,省级计划,初中,科学,0
2016年,延吉,汪清县,省级计划,初中,地理,0
2016年,延吉,汪清县,省级计划,初中,历史,0
2016年,延吉,汪清县,省级计划,初中,道德与法治（品德与社会）,0
2016年,延吉,汪清县,省级计划,初中,信息技术,0
2016年,延吉,汪清县,省级计划,初中,思想品德,0
2016年,延吉,汪清县,省级计划,初中,音乐,0
2016年,延吉,汪清县,省级计划,初中,体育,0
2016年,延吉,汪清县,省级计划,初中,美术,0
2016年,延吉,汪清县,省级计划,初中,其他,0
2016年,延吉,安图县,省级计划,小学,语文,0
2016年,延吉,安图县,省级计划,小学,数学,0
2016年,延吉,安图县,省级计划,小学,英语,0
2016年,延吉,安图县,省级计划,小学,物理,0
2016年,延吉,安图县,省级计划,小学,化学,0
2016年,延吉,安图县,省级计划,小学,生物,0
2016年,延吉,安图县,省级计划,小学,科学,0
2016年,延吉,安图县,省级计划,小学,地理,0
2016年,延吉,安图县,省级计划,小学,历史,0
2016年,延吉,安图县,省级计划,小学,道德与法治（品德与社会）,0
2016年,延吉,安图县,省级计划,小学,信息技术,0
2016年,延吉,安图县,省级计划,小学,思想品德,0
2016年,延吉,安图县,省级计划,小学,音乐,0
2016年,延吉,安图县,省级计划,小学,体育,0
2016年,延吉,安图县,省级计划,小学,美术,0
2016年,延吉,安图县,省级计划,小学,其他,1
2016年,吉林,永吉县,省级计划,小学,语文,0
2016年,吉林,永吉县,省级计划,小学,数学,0
2016年,吉林,永吉县,省级计划,小学,英语,0
2016年,吉林,永吉县,省级计划,小学,物理,0
2016年,吉林,永吉县,省级计划,小学,化学,0
2016年,吉林,永吉县,省级计划,小学,生物,0
2016年,吉林,永吉县,省级计划,小学,科学,0
2016年,吉林,永吉县,省级计划,小学,地理,0
2016年,吉林,永吉县,省级计划,小学,历史,0
2016年,吉林,永吉县,省级计划,小学,道德与法治（品德与社会）,0
2016年,吉林,永吉县,省级计划,小学,信息技术,1
2016年,吉林,永吉县,省级计划,小学,思想品德,0
2016年,吉林,永吉县,省级计划,小学,音乐,0
2016年,吉林,永吉县,省级计划,小学,体育,0
2016年,吉林,永吉县,省级计划,小学,美术,0
2016年,吉林,永吉县,省级计划,小学,其他,0
2016年,吉林,永吉县,省级计划,初中,语文,0
2016年,吉林,永吉县,省级计划,初中,数学,0
2016年,吉林,永吉县,省级计划,初中,英语,1
2016年,吉林,永吉县,省级计划,初中,物理,1
2016年,吉林,永吉县,省级计划,初中,化学,0
2016年,吉林,永吉县,省级计划,初中,生物,0
2016年,吉林,永吉县,省级计划,初中,科学,0
2016年,吉林,永吉县,省级计划,初中,地理,0
2016年,吉林,永吉县,省级计划,初中,历史,0
2016年,吉林,永吉县,省级计划,初中,道德与法治（品德与社会）,0
2016年,吉林,永吉县,省级计划,初中,信息技术,0
2016年,吉林,永吉县,省级计划,初中,思想品德,0
2016年,吉林,永吉县,省级计划,初中,音乐,0
2016年,吉林,永吉县,省级计划,初中,体育,0
2016年,吉林,永吉县,省级计划,初中,美术,0
2016年,吉林,永吉县,省级计划,初中,其他,0
2020年,长春,农安县,国家计划,小学,语文,30
2020年,长春,农安县,国家计划,小学,数学,30
2020年,长春,农安县,国家计划,小学,英语,26
2020年,长春,农安县,国家计划,小学,物理,0
2020年,长春,农安县,国家计划,小学,化学,0
2020年,长春,农安县,国家计划,小学,生物,0
2020年,长春,农安县,国家计划,小学,科学,0
2020年,长春,农安县,国家计划,小学,地理,0
2020年,长春,农安县,国家计划,小学,历史,0
2020年,长春,农安县,国家计划,小学,道德与法治（品德与社会）,0
2020年,长春,农安县,国家计划,小学,信息技术,2
2020年,长春,农安县,国家计划,小学,思想品德,0
2020年,长春,农安县,国家计划,小学,音乐,2
2020年,长春,农安县,国家计划,小学,体育,8
2020年,长春,农安县,国家计划,小学,美术,2
2020年,长春,农安县,国家计划,小学,学前教育,0
2020年,长春,农安县,国家计划,小学,其他,0
2020年,长春,农安县,国家计划,初中,语文,10
2020年,长春,农安县,国家计划,初中,数学,10
2020年,长春,农安县,国家计划,初中,英语,8
2020年,长春,农安县,国家计划,初中,物理,5
2020年,长春,农安县,国家计划,初中,化学,4
2020年,长春,农安县,国家计划,初中,生物,4
2020年,长春,农安县,国家计划,初中,科学,0
2020年,长春,农安县,国家计划,初中,地理,5
2020年,长春,农安县,国家计划,初中,历史,5
2020年,长春,农安县,国家计划,初中,道德与法治（品德与社会）,0
2020年,长春,农安县,国家计划,初中,信息技术,0
2020年,长春,农安县,国家计划,初中,思想品德,5
2020年,长春,农安县,国家计划,初中,音乐,0
2020年,长春,农安县,国家计划,初中,体育,0
2020年,长春,农安县,国家计划,初中,美术,0
2020年,长春,农安县,国家计划,初中,学前教育,0
2020年,长春,农安县,国家计划,初中,其他,0
2020年,长春,农安县,省级计划,小学,语文,0
2020年,长春,农安县,省级计划,小学,数学,0
2020年,长春,农安县,省级计划,小学,英语,0
2020年,长春,农安县,省级计划,小学,物理,0
2020年,长春,农安县,省级计划,小学,化学,0
2020年,长春,农安县,省级计划,小学,生物,0
2020年,长春,农安县,省级计划,小学,科学,0
2020年,长春,农安县,省级计划,小学,地理,0
2020年,长春,农安县,省级计划,小学,历史,0
2020年,长春,农安县,省级计划,小学,道德与法治（品德与社会）,0
2020年,长春,农安县,省级计划,小学,信息技术,0
2020年,长春,农安县,省级计划,小学,思想品德,0
2020年,长春,农安县,省级计划,小学,音乐,0
2020年,长春,农安县,省级计划,小学,体育,0
2020年,长春,农安县,省级计划,小学,美术,0
2020年,长春,农安县,省级计划,小学,学前教育,10
2020年,长春,农安县,省级计划,小学,其他,0
2020年,长春,农安县,省级计划,初中,语文,0
2020年,长春,农安县,省级计划,初中,数学,0
2020年,长春,农安县,省级计划,初中,英语,0
2020年,长春,农安县,省级计划,初中,物理,0
2020年,长春,农安县,省级计划,初中,化学,0
2020年,长春,农安县,省级计划,初中,生物,0
2020年,长春,农安县,省级计划,初中,科学,0
2020年,长春,农安县,省级计划,初中,地理,0
2020年,长春,农安县,省级计划,初中,历史,0
2020年,长春,农安县,省级计划,初中,道德与法治（品德与社会）,0
2020年,长春,农安县,省级计划,初中,信息技术,0
2020年,长春,农安县,省级计划,初中,思想品德,0
2020年,长春,农安县,省级计划,初中,音乐,0
2020年,长春,农安县,省级计划,初中,体育,0
2020年,长春,农安县,省级计划,初中,美术,0
2020年,长春,农安县,省级计划,初中,学前教育,0
2020年,长春,农安县,省级计划,初中,其他,0
2020年,长春,九台区,省级计划,小学,语文,11
2020年,长春,九台区,省级计划,小学,数学,11
2020年,长春,九台区,省级计划,小学,英语,11
2020年,长春,九台区,省级计划,小学,物理,0
2020年,长春,九台区,省级计划,小学,化学,0
2020年,长春,九台区,省级计划,小学,生物,0
2020年,长春,九台区,省级计划,小学,科学,1
2020年,长春,九台区,省级计划,小学,地理,0
2020年,长春,九台区,省级计划,小学,历史,0
2020年,长春,九台区,省级计划,小学,道德与法治（品德与社会）,3
2020年,长春,九台区,省级计划,小学,信息技术,2
2020年,长春,九台区,省级计划,小学,思想品德,0
2020年,长春,九台区,省级计划,小学,音乐,2
2020年,长春,九台区,省级计划,小学,体育,12
2020年,长春,九台区,省级计划,小学,美术,7
2020年,长春,九台区,省级计划,小学,学前教育,0
2020年,长春,九台区,省级计划,小学,其他,0
2020年,长春,九台区,省级计划,初中,语文,8
2020年,长春,九台区,省级计划,初中,数学,4
2020年,长春,九台区,省级计划,初中,英语,5
2020年,长春,九台区,省级计划,初中,物理,3
2020年,长春,九台区,省级计划,初中,化学,3
2020年,长春,九台区,省级计划,初中,生物,5
2020年,长春,九台区,省级计划,初中,科学,0
2020年,长春,九台区,省级计划,初中,地理,8
2020年,长春,九台区,省级计划,初中,历史,2
2020年,长春,九台区,省级计划,初中,道德与法治（品德与社会）,0
2020年,长春,九台区,省级计划,初中,信息技术,6
2020年,长春,九台区,省级计划,初中,思想品德,4
2020年,长春,九台区,省级计划,初中,音乐,1
2020年,长春,九台区,省级计划,初中,体育,9
2020年,长春,九台区,省级计划,初中,美术,2
2020年,长春,九台区,省级计划,初中,学前教育,0
2020年,长春,九台区,省级计划,初中,其他,0
2020年,长春,双阳区,省级计划,小学,语文,12
2020年,长春,双阳区,省级计划,小学,数学,4
2020年,长春,双阳区,省级计划,小学,英语,3
2020年,长春,双阳区,省级计划,小学,物理,0
2020年,长春,双阳区,省级计划,小学,化学,0
2020年,长春,双阳区,省级计划,小学,生物,0
2020年,长春,双阳区,省级计划,小学,科学,0
2020年,长春,双阳区,省级计划,小学,地理,0
2020年,长春,双阳区,省级计划,小学,历史,0
2020年,长春,双阳区,省级计划,小学,道德与法治（品德与社会）,0
2020年,长春,双阳区,省级计划,小学,信息技术,3
2020年,长春,双阳区,省级计划,小学,思想品德,0
2020年,长春,双阳区,省级计划,小学,音乐,0
2020年,长春,双阳区,省级计划,小学,体育,5
2020年,长春,双阳区,省级计划,小学,美术,3
2020年,长春,双阳区,省级计划,小学,学前教育,0
2020年,长春,双阳区,省级计划,小学,其他,0
2020年,长春,双阳区,省级计划,初中,语文,0
2020年,长春,双阳区,省级计划,初中,数学,0
2020年,长春,双阳区,省级计划,初中,英语,0
2020年,长春,双阳区,省级计划,初中,物理,0
2020年,长春,双阳区,省级计划,初中,化学,0
2020年,长春,双阳区,省级计划,初中,生物,0
2020年,长春,双阳区,省级计划,初中,科学,0
2020年,长春,双阳区,省级计划,初中,地理,0
2020年,长春,双阳区,省级计划,初中,历史,0
2020年,长春,双阳区,省级计划,初中,道德与法治（品德与社会）,0
2020年,长春,双阳区,省级计划,初中,信息技术,0
2020年,长春,双阳区,省级计划,初中,思想品德,0
2020年,长春,双阳区,省级计划,初中,音乐,0
2020年,长春,双阳区,省级计划,初中,体育,0
2020年,长春,双阳区,省级计划,初中,美术,0
2020年,长春,双阳区,省级计划,初中,学前教育,0
2020年,长春,双阳区,省级计划,初中,其他,0
2020年,长春,公主岭市,省级计划,小学,语文,12
2020年,长春,公主岭市,省级计划,小学,数学,15
2020年,长春,公主岭市,省级计划,小学,英语,16
2020年,长春,公主岭市,省级计划,小学,物理,0
2020年,长春,公主岭市,省级计划,小学,化学,0
2020年,长春,公主岭市,省级计划,小学,生物,0
2020年,长春,公主岭市,省级计划,小学,科学,0
2020年,长春,公主岭市,省级计划,小学,地理,0
2020年,长春,公主岭市,省级计划,小学,历史,0
2020年,长春,公主岭市,省级计划,小学,道德与法治（品德与社会）,7
2020年,长春,公主岭市,省级计划,小学,信息技术,5
2020年,长春,公主岭市,省级计划,小学,思想品德,0
2020年,长春,公主岭市,省级计划,小学,音乐,6
2020年,长春,公主岭市,省级计划,小学,体育,7
2020年,长春,公主岭市,省级计划,小学,美术,6
2020年,长春,公主岭市,省级计划,小学,学前教育,10
2020年,长春,公主岭市,省级计划,小学,其他,0
2020年,长春,公主岭市,省级计划,初中,语文,5
2020年,长春,公主岭市,省级计划,初中,数学,6
2020年,长春,公主岭市,省级计划,初中,英语,6
2020年,长春,公主岭市,省级计划,初中,物理,9
2020年,长春,公主岭市,省级计划,初中,化学,8
2020年,长春,公主岭市,省级计划,初中,生物,9
2020年,长春,公主岭市,省级计划,初中,科学,0
2020年,长春,公主岭市,省级计划,初中,地理,7
2020年,长春,公主岭市,省级计划,初中,历史,8
2020年,长春,公主岭市,省级计划,初中,道德与法治（品德与社会）,0
2020年,长春,公主岭市,省级计划,初中,信息技术,2
2020年,长春,公主岭市,省级计划,初中,思想品德,9
2020年,长春,公主岭市,省级计划,初中,音乐,0
2020年,长春,公主岭市,省级计划,初中,体育,0
2020年,长春,公主岭市,省级计划,初中,美术,0
2020年,长春,公主岭市,省级计划,初中,学前教育,0
2020年,长春,公主岭市,省级计划,初中,其他,0
2020年,长春,榆树市,省级计划,小学,语文,36
2020年,长春,榆树市,省级计划,小学,数学,29
2020年,长春,榆树市,省级计划,小学,英语,23
2020年,长春,榆树市,省级计划,小学,物理,0
2020年,长春,榆树市,省级计划,小学,化学,0
2020年,长春,榆树市,省级计划,小学,生物,0
2020年,长春,榆树市,省级计划,小学,科学,0
2020年,长春,榆树市,省级计划,小学,地理,0
2020年,长春,榆树市,省级计划,小学,历史,0
2020年,长春,榆树市,省级计划,小学,道德与法治（品德与社会）,6
2020年,长春,榆树市,省级计划,小学,信息技术,8
2020年,长春,榆树市,省级计划,小学,思想品德,0
2020年,长春,榆树市,省级计划,小学,音乐,4
2020年,长春,榆树市,省级计划,小学,体育,12
2020年,长春,榆树市,省级计划,小学,美术,15
2020年,长春,榆树市,省级计划,小学,学前教育,10
2020年,长春,榆树市,省级计划,小学,其他,0
2020年,长春,榆树市,省级计划,初中,语文,8
2020年,长春,榆树市,省级计划,初中,数学,6
2020年,长春,榆树市,省级计划,初中,英语,15
2020年,长春,榆树市,省级计划,初中,物理,7
2020年,长春,榆树市,省级计划,初中,化学,4
2020年,长春,榆树市,省级计划,初中,生物,4
2020年,长春,榆树市,省级计划,初中,科学,0
2020年,长春,榆树市,省级计划,初中,地理,4
2020年,长春,榆树市,省级计划,初中,历史,3
2020年,长春,榆树市,省级计划,初中,道德与法治（品德与社会）,0
2020年,长春,榆树市,省级计划,初中,信息技术,0
2020年,长春,榆树市,省级计划,初中,思想品德,3
2020年,长春,榆树市,省级计划,初中,音乐,0
2020年,长春,榆树市,省级计划,初中,体育,3
2020年,长春,榆树市,省级计划,初中,美术,1
2020年,长春,榆树市,省级计划,初中,学前教育,0
2020年,长春,榆树市,省级计划,初中,其他,0
2020年,长春,德惠市,省级计划,小学,语文,11
2020年,长春,德惠市,省级计划,小学,数学,11
2020年,长春,德惠市,省级计划,小学,英语,11
2020年,长春,德惠市,省级计划,小学,物理,0
2020年,长春,德惠市,省级计划,小学,化学,0
2020年,长春,德惠市,省级计划,小学,生物,0
2020年,长春,德惠市,省级计划,小学,科学,7
2020年,长春,德惠市,省级计划,小学,地理,0
2020年,长春,德惠市,省级计划,小学,历史,0
2020年,长春,德惠市,省级计划,小学,道德与法治（品德与社会）,3
2020年,长春,德惠市,省级计划,小学,信息技术,5
2020年,长春,德惠市,省级计划,小学,思想品德,0
2020年,长春,德惠市,省级计划,小学,音乐,3
2020年,长春,德惠市,省级计划,小学,体育,5
2020年,长春,德惠市,省级计划,小学,美术,2
2020年,长春,德惠市,省级计划,小学,学前教育,0
2020年,长春,德惠市,省级计划,小学,其他,0
2020年,长春,德惠市,省级计划,初中,语文,6
2020年,长春,德惠市,省级计划,初中,数学,6
2020年,长春,德惠市,省级计划,初中,英语,6
2020年,长春,德惠市,省级计划,初中,物理,3
2020年,长春,德惠市,省级计划,初中,化学,1
2020年,长春,德惠市,省级计划,初中,生物,3
2020年,长春,德惠市,省级计划,初中,科学,0
2020年,长春,德惠市,省级计划,初中,地理,7
2020年,长春,德惠市,省级计划,初中,历史,2
2020年,长春,德惠市,省级计划,初中,道德与法治（品德与社会）,0
2020年,长春,德惠市,省级计划,初中,信息技术,2
2020年,长春,德惠市,省级计划,初中,思想品德,2
2020年,长春,德惠市,省级计划,初中,音乐,0
2020年,长春,德惠市,省级计划,初中,体育,4
2020年,长春,德惠市,省级计划,初中,美术,0
2020年,长春,德惠市,省级计划,初中,学前教育,0
2020年,长春,德惠市,省级计划,初中,其他,0
2020年,白山,长白山管委会,国家计划,小学,语文,6
2020年,白山,长白山管委会,国家计划,小学,数学,6
2020年,白山,长白山管委会,国家计划,小学,英语,3
2020年,白山,长白山管委会,国家计划,小学,物理,0
2020年,白山,长白山管委会,国家计划,小学,化学,0
2020年,白山,长白山管委会,国家计划,小学,生物,0
2020年,白山,长白山管委会,国家计划,小学,科学,0
2020年,白山,长白山管委会,国家计划,小学,地理,0
2020年,白山,长白山管委会,国家计划,小学,历史,0
2020年,白山,长白山管委会,国家计划,小学,道德与法治（品德与社会）,0
2020年,白山,长白山管委会,国家计划,小学,信息技术,3
2020年,白山,长白山管委会,国家计划,小学,思想品德,0
2020年,白山,长白山管委会,国家计划,小学,音乐,0
2020年,白山,长白山管委会,国家计划,小学,体育,2
2020年,白山,长白山管委会,国家计划,小学,美术,0
2020年,白山,长白山管委会,国家计划,小学,学前教育,0
2020年,白山,长白山管委会,国家计划,小学,其他,0
2020年,白山,长白山管委会,国家计划,初中,语文,2
2020年,白山,长白山管委会,国家计划,初中,数学,2
2020年,白山,长白山管委会,国家计划,初中,英语,0
2020年,白山,长白山管委会,国家计划,初中,物理,1
2020年,白山,长白山管委会,国家计划,初中,化学,0
2020年,白山,长白山管委会,国家计划,初中,生物,0
2020年,白山,长白山管委会,国家计划,初中,科学,0
2020年,白山,长白山管委会,国家计划,初中,地理,1
2020年,白山,长白山管委会,国家计划,初中,历史,1
2020年,白山,长白山管委会,国家计划,初中,道德与法治（品德与社会）,0
2020年,白山,长白山管委会,国家计划,初中,信息技术,0
2020年,白山,长白山管委会,国家计划,初中,思想品德,0
2020年,白山,长白山管委会,国家计划,初中,音乐,0
2020年,白山,长白山管委会,国家计划,初中,体育,0
2020年,白山,长白山管委会,国家计划,初中,美术,0
2020年,白山,长白山管委会,国家计划,初中,学前教育,0
2020年,白山,长白山管委会,国家计划,初中,其他,1
2020年,白山,长白山管委会,省级计划,小学,语文,0
2020年,白山,长白山管委会,省级计划,小学,数学,0
2020年,白山,长白山管委会,省级计划,小学,英语,0
2020年,白山,长白山管委会,省级计划,小学,物理,0
2020年,白山,长白山管委会,省级计划,小学,化学,0
2020年,白山,长白山管委会,省级计划,小学,生物,0
2020年,白山,长白山管委会,省级计划,小学,科学,0
2020年,白山,长白山管委会,省级计划,小学,地理,0
2020年,白山,长白山管委会,省级计划,小学,历史,0
2020年,白山,长白山管委会,省级计划,小学,道德与法治（品德与社会）,0
2020年,白山,长白山管委会,省级计划,小学,信息技术,0
2020年,白山,长白山管委会,省级计划,小学,思想品德,0
2020年,白山,长白山管委会,省级计划,小学,音乐,0
2020年,白山,长白山管委会,省级计划,小学,体育,0
2020年,白山,长白山管委会,省级计划,小学,美术,0
2020年,白山,长白山管委会,省级计划,小学,学前教育,0
2020年,白山,长白山管委会,省级计划,小学,其他,0
2020年,白山,长白山管委会,省级计划,初中,语文,0
2020年,白山,长白山管委会,省级计划,初中,数学,0
2020年,白山,长白山管委会,省级计划,初中,英语,0
2020年,白山,长白山管委会,省级计划,初中,物理,0
2020年,白山,长白山管委会,省级计划,初中,化学,0
2020年,白山,长白山管委会,省级计划,初中,生物,0
2020年,白山,长白山管委会,省级计划,初中,科学,0
2020年,白山,长白山管委会,省级计划,初中,地理,0
2020年,白山,长白山管委会,省级计划,初中,历史,0
2020年,白山,长白山管委会,省级计划,初中,道德与法治（品德与社会）,0
2020年,白山,长白山管委会,省级计划,初中,信息技术,0
2020年,白山,长白山管委会,省级计划,初中,思想品德,0
2020年,白山,长白山管委会,省级计划,初中,音乐,0
2020年,白山,长白山管委会,省级计划,初中,体育,0
2020年,白山,长白山管委会,省级计划,初中,美术,0
2020年,白山,长白山管委会,省级计划,初中,学前教育,0
2020年,白山,长白山管委会,省级计划,初中,其他,0
2020年,通化,梅河口市,国家计划,小学,语文,0
2020年,通化,梅河口市,国家计划,小学,数学,0
2020年,通化,梅河口市,国家计划,小学,英语,0
2020年,通化,梅河口市,国家计划,小学,物理,0
2020年,通化,梅河口市,国家计划,小学,化学,0
2020年,通化,梅河口市,国家计划,小学,生物,0
2020年,通化,梅河口市,国家计划,小学,科学,0
2020年,通化,梅河口市,国家计划,小学,地理,0
2020年,通化,梅河口市,国家计划,小学,历史,0
2020年,通化,梅河口市,国家计划,小学,道德与法治（品德与社会）,0
2020年,通化,梅河口市,国家计划,小学,信息技术,0
2020年,通化,梅河口市,国家计划,小学,思想品德,0
2020年,通化,梅河口市,国家计划,小学,音乐,0
2020年,通化,梅河口市,国家计划,小学,体育,0
2020年,通化,梅河口市,国家计划,小学,美术,0
2020年,通化,梅河口市,国家计划,小学,学前教育,0
2020年,通化,梅河口市,国家计划,小学,其他,0
2020年,通化,梅河口市,国家计划,初中,语文,0
2020年,通化,梅河口市,国家计划,初中,数学,0
2020年,通化,梅河口市,国家计划,初中,英语,0
2020年,通化,梅河口市,国家计划,初中,物理,0
2020年,通化,梅河口市,国家计划,初中,化学,0
2020年,通化,梅河口市,国家计划,初中,生物,0
2020年,通化,梅河口市,国家计划,初中,科学,0
2020年,通化,梅河口市,国家计划,初中,地理,0
2020年,通化,梅河口市,国家计划,初中,历史,0
2020年,通化,梅河口市,国家计划,初中,道德与法治（品德与社会）,0
2020年,通化,梅河口市,国家计划,初中,信息技术,0
2020年,通化,梅河口市,国家计划,初中,思想品德,0
2020年,通化,梅河口市,国家计划,初中,音乐,0
2020年,通化,梅河口市,国家计划,初中,体育,0
2020年,通化,梅河口市,国家计划,初中,美术,0
2020年,通化,梅河口市,国家计划,初中,学前教育,0
2020年,通化,梅河口市,国家计划,初中,其他,0
2020年,通化,梅河口市,省级计划,小学,语文,36
2020年,通化,梅河口市,省级计划,小学,数学,25
2020年,通化,梅河口市,省级计划,小学,英语,14
2020年,通化,梅河口市,省级计划,小学,物理,0
2020年,通化,梅河口市,省级计划,小学,化学,0
2020年,通化,梅河口市,省级计划,小学,生物,0
2020年,通化,梅河口市,省级计划,小学,科学,2
2020年,通化,梅河口市,省级计划,小学,地理,0
2020年,通化,梅河口市,省级计划,小学,历史,0
2020年,通化,梅河口市,省级计划,小学,道德与法治（品德与社会）,1
2020年,通化,梅河口市,省级计划,小学,信息技术,6
2020年,通化,梅河口市,省级计划,小学,思想品德,0
2020年,通化,梅河口市,省级计划,小学,音乐,5
2020年,通化,梅河口市,省级计划,小学,体育,20
2020年,通化,梅河口市,省级计划,小学,美术,9
2020年,通化,梅河口市,省级计划,小学,学前教育,10
2020年,通化,梅河口市,省级计划,小学,其他,0
2020年,通化,梅河口市,省级计划,初中,语文,6
2020年,通化,梅河口市,省级计划,初中,数学,5
2020年,通化,梅河口市,省级计划,初中,英语,4
2020年,通化,梅河口市,省级计划,初中,物理,4
2020年,通化,梅河口市,省级计划,初中,化学,3
2020年,通化,梅河口市,省级计划,初中,生物,1
2020年,通化,梅河口市,省级计划,初中,科学,0
2020年,通化,梅河口市,省级计划,初中,地理,1
2020年,通化,梅河口市,省级计划,初中,历史,0
2020年,通化,梅河口市,省级计划,初中,道德与法治（品德与社会）,0
2020年,通化,梅河口市,省级计划,初中,信息技术,1
2020年,通化,梅河口市,省级计划,初中,思想品德,1
2020年,通化,梅河口市,省级计划,初中,音乐,0
2020年,通化,梅河口市,省级计划,初中,体育,3
2020年,通化,梅河口市,省级计划,初中,美术,1
2020年,通化,梅河口市,省级计划,初中,学前教育,0
2020年,通化,梅河口市,省级计划,初中,其他,0
2020年,四平,伊通县,国家计划,小学,语文,19
2020年,四平,伊通县,国家计划,小学,数学,18
