year,address,county,project,level,major,num
2016年,延吉,汪清县,国家计划,初中,物理,2
2016年,延吉,汪清县,国家计划,初中,化学,0
2016年,延吉,汪清县,国家计划,初中,生物,1
2016年,延吉,汪清县,国家计划,初中,科学,0
2016年,延吉,汪清县,国家计划,初中,地理,1
2016年,延吉,汪清县,国家计划,初中,历史,1
2016年,延吉,汪清县,国家计划,初中,道德与法治（品德与社会）,0
2016年,延吉,汪清县,国家计划,初中,信息技术,0
2016年,延吉,汪清县,国家计划,初中,思想品德,2
2016年,延吉,汪清县,国家计划,初中,音乐,0
2016年,延吉,汪清县,国家计划,初中,体育,2
2016年,延吉,汪清县,国家计划,初中,美术,0
2016年,延吉,汪清县,国家计划,初中,其他,0
2016年,延吉,安图县,国家计划,小学,语文,2
2016年,延吉,安图县,国家计划,小学,数学,0
2016年,延吉,安图县,国家计划,小学,英语,3
2016年,延吉,安图县,国家计划,小学,物理,0
2016年,延吉,安图县,国家计划,小学,化学,0
2016年,延吉,安图县,国家计划,小学,生物,0
2016年,延吉,安图县,国家计划,小学,科学,0
2016年,延吉,安图县,国家计划,小学,地理,0
2016年,延吉,安图县,国家计划,小学,历史,0
2016年,延吉,安图县,国家计划,小学,道德与法治（品德与社会）,0
2016年,延吉,安图县,国家计划,小学,信息技术,1
2016年,延吉,安图县,国家计划,小学,思想品德,0
2016年,延吉,安图县,国家计划,小学,音乐,4
2016年,延吉,安图县,国家计划,小学,体育,6
2016年,延吉,安图县,国家计划,小学,美术,0
2016年,延吉,安图县,国家计划,小学,其他,0
2016年,延吉,安图县,国家计划,初中,语文,1
2016年,延吉,安图县,国家计划,初中,数学,1
2016年,延吉,安图县,国家计划,初中,英语,2
2016年,延吉,安图县,国家计划,初中,物理,0
2016年,延吉,安图县,国家计划,初中,化学,0
2016年,延吉,安图县,国家计划,初中,生物,0
2016年,延吉,安图县,国家计划,初中,科学,0
2016年,延吉,安图县,国家计划,初中,地理,1
2016年,延吉,安图县,国家计划,初中,历史,1
2016年,延吉,安图县,国家计划,初中,道德与法治（品德与社会）,0
2016年,延吉,安图县,国家计划,初中,信息技术,0
2016年,延吉,安图县,国家计划,初中,思想品德,1
2016年,延吉,安图县,国家计划,初中,音乐,2
2016年,延吉,安图县,国家计划,初中,体育,5
2016年,延吉,安图县,国家计划,初中,美术,0
2016年,延吉,安图县,国家计划,初中,其他,0
2016年,松原,扶余市,国家计划,小学,语文,25
2016年,松原,扶余市,国家计划,小学,数学,25
2016年,松原,扶余市,国家计划,小学,英语,20
2016年,松原,扶余市,国家计划,小学,物理,0
2016年,松原,扶余市,国家计划,小学,化学,0
2016年,松原,扶余市,国家计划,小学,生物,0
2016年,松原,扶余市,国家计划,小学,科学,0
2016年,松原,扶余市,国家计划,小学,地理,0
2016年,松原,扶余市,国家计划,小学,历史,0
2016年,松原,扶余市,国家计划,小学,道德与法治（品德与社会）,0
2016年,松原,扶余市,国家计划,小学,信息技术,0
2016年,松原,扶余市,国家计划,小学,思想品德,0
2016年,松原,扶余市,国家计划,小学,音乐,2
2016年,松原,扶余市,国家计划,小学,体育,2
2016年,松原,扶余市,国家计划,小学,美术,2
2016年,松原,扶余市,国家计划,小学,其他,0
2016年,松原,扶余市,国家计划,初中,语文,2
2016年,松原,扶余市,国家计划,初中,数学,1
2016年,松原,扶余市,国家计划,初中,英语,0
2016年,松原,扶余市,国家计划,初中,物理,3
2016年,松原,扶余市,国家计划,初中,化学,2
2016年,松原,扶余市,国家计划,初中,生物,2
2016年,松原,扶余市,国家计划,初中,科学,0
2016年,松原,扶余市,国家计划,初中,地理,0
2016年,松原,扶余市,国家计划,初中,历史,2
2016年,松原,扶余市,国家计划,初中,道德与法治（品德与社会）,0
2016年,松原,扶余市,国家计划,初中,信息技术,0
2016年,松原,扶余市,国家计划,初中,思想品德,2
2016年,松原,扶余市,国家计划,初中,音乐,0
2016年,松原,扶余市,国家计划,初中,体育,0
2016年,松原,扶余市,国家计划,初中,美术,0
2016年,松原,扶余市,国家计划,初中,其他,0
2016年,松原,前郭县,国家计划,小学,语文,39
2016年,松原,前郭县,国家计划,小学,数学,32
2016年,松原,前郭县,国家计划,小学,英语,10
2016年,松原,前郭县,国家计划,小学,物理,0
2016年,松原,前郭县,国家计划,小学,化学,0
2016年,松原,前郭县,国家计划,小学,生物,0
2016年,松原,前郭县,国家计划,小学,科学,0
2016年,松原,前郭县,国家计划,小学,地理,0
2016年,松原,前郭县,国家计划,小学,历史,0
2016年,松原,前郭县,国家计划,小学,道德与法治（品德与社会）,0
2016年,松原,前郭县,国家计划,小学,信息技术,0
2016年,松原,前郭县,国家计划,小学,思想品德,0
2016年,松原,前郭县,国家计划,小学,音乐,0
2016年,松原,前郭县,国家计划,小学,体育,6
2016年,松原,前郭县,国家计划,小学,美术,3
2016年,松原,前郭县,国家计划,小学,其他,0
2016年,长春,德惠市,省级计划,小学,语文,15
2016年,长春,德惠市,省级计划,小学,数学,10
2016年,长春,德惠市,省级计划,小学,英语,18
2016年,长春,德惠市,省级计划,小学,物理,0
2016年,长春,德惠市,省级计划,小学,化学,0
2016年,长春,德惠市,省级计划,小学,生物,0
2016年,长春,德惠市,省级计划,小学,科学,4
2016年,长春,德惠市,省级计划,小学,地理,0
2016年,长春,德惠市,省级计划,小学,历史,0
2016年,长春,德惠市,省级计划,小学,道德与法治（品德与社会）,2
2016年,长春,德惠市,省级计划,小学,信息技术,2
2016年,长春,德惠市,省级计划,小学,思想品德,0
2016年,长春,德惠市,省级计划,小学,音乐,12
2016年,长春,德惠市,省级计划,小学,体育,15
2016年,长春,德惠市,省级计划,小学,美术,12
2016年,长春,德惠市,省级计划,小学,其他,0
2016年,长春,德惠市,省级计划,初中,语文,7
2016年,长春,德惠市,省级计划,初中,数学,4
2016年,长春,德惠市,省级计划,初中,英语,5
2016年,长春,德惠市,省级计划,初中,物理,2
2016年,长春,德惠市,省级计划,初中,化学,2
2016年,长春,德惠市,省级计划,初中,生物,2
2016年,长春,德惠市,省级计划,初中,科学,0
2016年,长春,德惠市,省级计划,初中,地理,2
2016年,长春,德惠市,省级计划,初中,历史,2
2016年,长春,德惠市,省级计划,初中,道德与法治（品德与社会）,0
2016年,长春,德惠市,省级计划,初中,信息技术,2
2016年,长春,德惠市,省级计划,初中,思想品德,5
2016年,长春,德惠市,省级计划,初中,音乐,1
2016年,长春,德惠市,省级计划,初中,体育,4
2016年,长春,德惠市,省级计划,初中,美术,0
2016年,长春,德惠市,省级计划,初中,其他,0
2016年,长春,九台区,省级计划,小学,语文,5
2016年,长春,九台区,省级计划,小学,数学,3
2016年,长春,九台区,省级计划,小学,英语,4
2016年,长春,九台区,省级计划,小学,物理,0
2016年,长春,九台区,省级计划,小学,化学,0
2016年,长春,九台区,省级计划,小学,生物,0
2016年,长春,九台区,省级计划,小学,科学,0
2016年,长春,九台区,省级计划,小学,地理,0
2016年,长春,九台区,省级计划,小学,历史,0
2016年,长春,九台区,省级计划,小学,道德与法治（品德与社会）,0
2016年,长春,九台区,省级计划,小学,信息技术,1
2016年,长春,九台区,省级计划,小学,思想品德,0
2016年,长春,九台区,省级计划,小学,音乐,1
2016年,长春,九台区,省级计划,小学,体育,6
2016年,长春,九台区,省级计划,小学,美术,2
2016年,长春,九台区,省级计划,小学,其他,3
2016年,长春,九台区,省级计划,初中,语文,5
2016年,长春,九台区,省级计划,初中,数学,2
2016年,长春,九台区,省级计划,初中,英语,3
2016年,长春,九台区,省级计划,初中,物理,2
2016年,长春,九台区,省级计划,初中,化学,2
2016年,长春,九台区,省级计划,初中,生物,1
2016年,长春,九台区,省级计划,初中,科学,0
2016年,长春,九台区,省级计划,初中,地理,0
2016年,长春,九台区,省级计划,初中,历史,1
2016年,长春,九台区,省级计划,初中,道德与法治（品德与社会）,0
2016年,长春,九台区,省级计划,初中,信息技术,1
2016年,长春,九台区,省级计划,初中,思想品德,1
2016年,长春,九台区,省级计划,初中,音乐,0
2016年,长春,九台区,省级计划,初中,体育,2
2016年,长春,九台区,省级计划,初中,美术,2
2016年,长春,九台区,省级计划,初中,其他,0
2016年,长春,双阳区,省级计划,小学,语文,6
2016年,长春,双阳区,省级计划,小学,数学,3
2016年,长春,双阳区,省级计划,小学,英语,2
2016年,长春,双阳区,省级计划,小学,物理,0
2016年,长春,双阳区,省级计划,小学,化学,0
2016年,长春,双阳区,省级计划,小学,生物,0
2016年,长春,双阳区,省级计划,小学,科学,2
2016年,长春,双阳区,省级计划,小学,地理,0
2016年,长春,双阳区,省级计划,小学,历史,0
2016年,长春,双阳区,省级计划,小学,道德与法治（品德与社会）,1
2016年,长春,双阳区,省级计划,小学,信息技术,0
2016年,长春,双阳区,省级计划,小学,思想品德,0
2016年,长春,双阳区,省级计划,小学,音乐,3
2016年,长春,双阳区,省级计划,小学,体育,3
2016年,长春,双阳区,省级计划,小学,美术,0
2016年,长春,双阳区,省级计划,小学,其他,0
2016年,长春,双阳区,省级计划,初中,语文,4
2016年,长春,双阳区,省级计划,初中,数学,4
2016年,长春,双阳区,省级计划,初中,英语,3
2016年,长春,双阳区,省级计划,初中,物理,0
2016年,长春,双阳区,省级计划,初中,化学,0
2016年,长春,双阳区,省级计划,初中,生物,2
2016年,长春,双阳区,省级计划,初中,科学,0
2016年,长春,双阳区,省级计划,初中,地理,1
2016年,长春,双阳区,省级计划,初中,历史,3
2016年,长春,双阳区,省级计划,初中,道德与法治（品德与社会）,0
2016年,长春,双阳区,省级计划,初中,信息技术,5
2016年,长春,双阳区,省级计划,初中,思想品德,2
2016年,长春,双阳区,省级计划,初中,音乐,5
2016年,长春,双阳区,省级计划,初中,体育,8
2016年,长春,双阳区,省级计划,初中,美术,2
2016年,长春,双阳区,省级计划,初中,其他,1
2016年,长春,榆树市,省级计划,小学,语文,42
2016年,长春,榆树市,省级计划,小学,数学,19
2016年,长春,榆树市,省级计划,小学,英语,10
2016年,长春,榆树市,省级计划,小学,物理,0
2016年,长春,榆树市,省级计划,小学,化学,0
2016年,长春,榆树市,省级计划,小学,生物,0
2016年,长春,榆树市,省级计划,小学,科学,0
2016年,长春,榆树市,省级计划,小学,地理,0
2016年,长春,榆树市,省级计划,小学,历史,0
2016年,长春,榆树市,省级计划,小学,道德与法治（品德与社会）,0
2016年,长春,榆树市,省级计划,小学,信息技术,3
2016年,长春,榆树市,省级计划,小学,思想品德,0
2016年,长春,榆树市,省级计划,小学,音乐,8
2016年,长春,榆树市,省级计划,小学,体育,4
2016年,长春,榆树市,省级计划,小学,美术,1
2016年,长春,榆树市,省级计划,小学,其他,0
2016年,长春,榆树市,省级计划,初中,语文,2
2016年,长春,榆树市,省级计划,初中,数学,1
2016年,长春,榆树市,省级计划,初中,英语,3
2016年,长春,榆树市,省级计划,初中,物理,1
2016年,长春,榆树市,省级计划,初中,化学,1
2016年,长春,榆树市,省级计划,初中,生物,0
2016年,长春,榆树市,省级计划,初中,科学,0
2016年,长春,榆树市,省级计划,初中,地理,1
2016年,长春,榆树市,省级计划,初中,历史,0
2016年,长春,榆树市,省级计划,初中,道德与法治（品德与社会）,0
2016年,长春,榆树市,省级计划,初中,信息技术,0
2016年,长春,榆树市,省级计划,初中,思想品德,1
2016年,长春,榆树市,省级计划,初中,音乐,2
2016年,长春,榆树市,省级计划,初中,体育,3
2016年,长春,榆树市,省级计划,初中,美术,0
2016年,长春,榆树市,省级计划,初中,其他,0
2016年,吉林,磐石市,省级计划,小学,语文,16
2016年,吉林,磐石市,省级计划,小学,数学,9
2016年,吉林,磐石市,省级计划,小学,英语,4
2016年,吉林,磐石市,省级计划,小学,物理,0
2016年,吉林,磐石市,省级计划,小学,化学,0
2016年,吉林,磐石市,省级计划,小学,生物,0
2016年,吉林,磐石市,省级计划,小学,科学,0
2016年,吉林,磐石市,省级计划,小学,地理,0
2016年,吉林,磐石市,省级计划,小学,历史,0
2016年,吉林,磐石市,省级计划,小学,道德与法治（品德与社会）,0
2016年,吉林,磐石市,省级计划,小学,信息技术,0
2016年,吉林,磐石市,省级计划,小学,思想品德,0
2016年,吉林,磐石市,省级计划,小学,音乐,3
2016年,吉林,磐石市,省级计划,小学,体育,1
2016年,吉林,磐石市,省级计划,小学,美术,0
2016年,吉林,磐石市,省级计划,小学,其他,1
2016年,吉林,磐石市,省级计划,初中,语文,5
2016年,吉林,磐石市,省级计划,初中,数学,1
2016年,吉林,磐石市,省级计划,初中,英语,5
2016年,吉林,磐石市,省级计划,初中,物理,2
2016年,吉林,磐石市,省级计划,初中,化学,1
2016年,吉林,磐石市,省级计划,初中,生物,0
2016年,吉林,磐石市,省级计划,初中,科学,0
2016年,吉林,磐石市,省级计划,初中,地理,0
2016年,吉林,磐石市,省级计划,初中,历史,0
2016年,吉林,磐石市,省级计划,初中,道德与法治（品德与社会）,0
2016年,吉林,磐石市,省级计划,初中,信息技术,0
2016年,吉林,磐石市,省级计划,初中,思想品德,0
2016年,吉林,磐石市,省级计划,初中,音乐,1
2016年,吉林,磐石市,省级计划,初中,体育,0
2016年,吉林,磐石市,省级计划,初中,美术,0
2016年,吉林,磐石市,省级计划,初中,其他,0
2016年,吉林,桦甸市,省级计划,小学,语文,21
2016年,吉林,桦甸市,省级计划,小学,数学,19
2016年,吉林,桦甸市,省级计划,小学,英语,9
2016年,吉林,桦甸市,省级计划,小学,物理,0
2016年,吉林,桦甸市,省级计划,小学,化学,0
2016年,吉林,桦甸市,省级计划,小学,生物,0
2016年,吉林,桦甸市,省级计划,小学,科学,3
